,Rep,Kfold,Num_Vars_,Precision_label_category_background,Recall_label_category_background,F1_score_label_category_background,Num_Obs_label_category_background,AUC_label_category_background,Precision_label_category_dos,Recall_label_category_dos,F1_score_label_category_dos,Num_Obs_label_category_dos,AUC_label_category_dos,Precision_label_category_r2l,Recall_label_category_r2l,F1_score_label_category_r2l,Num_Obs_label_category_r2l,AUC_label_category_r2l,Precision_label_category_probe,Recall_label_category_probe,F1_score_label_category_probe,Num_Obs_label_category_probe,AUC_label_category_probe,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
0,18.0,3.0,50.0,1.0,1.0,1.0,3.0,1.0,0.9067314529509364,0.9972627737226276,0.9498448168839232,7672.0,0.5158093009717434,0.6825396825396826,0.3412698412698413,0.4550264550264551,126.0,0.6694388914518087,0.5,0.013138686131386863,0.025604551920341397,685.0,0.5059925678798436,0.8706037835304717,0.9080839028988924,0.8679097203078276,8486.0,0.5174691452245859,8.173012018203735
0,11.0,4.0,52.0,1.0,1.0,1.0,3.0,1.0,0.9064867424242424,0.998175182481752,0.9501240694789082,7672.0,0.5144250145537594,0.6727272727272727,0.2936507936507937,0.4088397790055249,126.0,0.6457489705605961,0.6666666666666666,0.01167883211678832,0.022955523672883792,685.0,0.5055830715313497,0.8836903830908663,0.9080839028988924,0.8672625744653317,8486.0,0.5158328406724078,2.00095534324646
0,20.0,2.0,31.0,1.0,1.0,1.0,4.0,1.0,0.9065199384688204,0.9985662148070908,0.9503194194628792,7672.0,0.515214479952565,0.6981132075471698,0.2936507936507937,0.4134078212290503,126.0,0.6458686879040861,0.6521739130434783,0.021897810218978103,0.042372881355932215,685.0,0.5104362817594955,0.8829412469092159,0.9092730057735359,0.8690898309559189,8487.0,0.5169970305027981,1.645500421524048
0,1.0,4.0,39.0,1.0,1.0,1.0,3.0,1.0,0.9064756718361549,0.9980448383733056,0.9500589366586016,7672.0,0.5143598424995361,0.703125,0.35714285714285715,0.4736842105263158,126.0,0.6774352008474722,0.6666666666666666,0.01167883211678832,0.022955523672883792,685.0,0.5055830715313497,0.8841317194194729,0.9089087909497996,0.8681664985018894,8486.0,0.5162443967666979,23.651548147201535
0,3.0,5.0,29.0,1.0,1.0,1.0,3.0,1.0,0.9066792989104692,0.9979144942648592,0.9501116902457184,7672.0,0.5155216643103437,0.7142857142857143,0.28,0.4022988505747127,125.0,0.6391628796938531,0.7241379310344828,0.030612244897959183,0.05874125874125874,686.0,0.5147933676739507,0.8891218378760886,0.9091444732500588,0.8700024448955332,8486.0,0.5174553168483407,3.3801417350769043
0,12.0,4.0,47.0,1.0,1.0,1.0,3.0,1.0,0.9072690620182616,0.9972627737226276,0.9501397081651659,7672.0,0.51887678563432,0.65,0.30952380952380953,0.41935483870967744,126.0,0.6535060741196371,0.55,0.016058394160583942,0.03120567375886525,685.0,0.5074524218944422,0.8746427343629628,0.907848220598633,0.8680988024093089,8486.0,0.520123659406466,12.67918348312378
0,9.0,4.0,50.0,1.0,1.0,1.0,3.0,1.0,0.9077963688145247,0.9971324296141816,0.9503695881731784,7672.0,0.5212934875343634,0.6851851851851852,0.29600000000000004,0.4134078212290503,125.0,0.6469833751943548,0.6,0.026277372262773727,0.05034965034965035,685.0,0.5123695539688436,0.879700870912573,0.9084266352386564,0.8698174388459359,8485.0,0.5225939543584666,1.7003192901611328
0,2.0,5.0,42.0,1.0,1.0,1.0,3.0,1.0,0.906346199384324,0.997784150156413,0.9498697108822436,7672.0,0.5136160014585747,0.6491228070175439,0.2936507936507937,0.4043715846994536,126.0,0.6456293676422848,0.7142857142857143,0.01457725947521866,0.028571428571428567,686.0,0.507032252350095,0.8870363515212376,0.9078590785907859,0.8673207542783908,8487.0,0.5152156696860231,7.919870376586914
0,4.0,2.0,44.0,1.0,1.0,1.0,3.0,1.0,0.9067535545023696,0.9975234619395204,0.9499751737835156,7672.0,0.5153464975545268,0.6923076923076923,0.28800000000000003,0.40677966101694907,125.0,0.6430431766535103,0.625,0.021897810218978103,0.04231311706629056,685.0,0.5103720559875816,0.8808811704986025,0.9083087802003535,0.8687143754961294,8485.0,0.5169974760956407,3.648712635040283
0,8.0,4.0,52.0,1.0,1.0,1.0,3.0,1.0,0.9066129414553212,0.9971324296141816,0.9497206703910616,7672.0,0.5151306319850049,0.6567164179104478,0.35200000000000004,0.4583333333333333,125.0,0.6746247309256158,0.7,0.020408163265306117,0.03966005665722379,686.0,0.5098195155513814,0.8862625546881958,0.9086731086495404,0.8689318228580893,8486.0,0.5172220701888883,2.574695348739624
0,15.0,5.0,50.0,1.0,1.0,1.0,4.0,1.0,0.9065387348969438,0.9975234619395204,0.9498572669728186,7672.0,0.5158975938828569,0.6842105263157895,0.30952380952380953,0.4262295081967213,126.0,0.6536857359229713,0.5263157894736842,0.01457725947521866,0.02836879432624113,686.0,0.5067119284688665,0.8725528195127343,0.9078699340245052,0.8676332308148036,8488.0,0.5174287377385974,2.414934635162353
0,15.0,4.0,50.0,1.0,1.0,1.0,3.0,1.0,0.906505510131532,0.9971324296141816,0.949661721804978,7672.0,0.5139224801633561,0.6949152542372882,0.32799999999999996,0.4456521739130435,125.0,0.6629235737351992,0.6818181818181818,0.021897810218978103,0.04243281471004244,685.0,0.5105002446813388,0.8852822787335569,0.9085444902769594,0.8690132857399294,8485.0,0.5160131269460088,2.4935691356658936
0,1.0,3.0,39.0,1.0,1.0,1.0,3.0,1.0,0.9063572866106311,0.9979144942648592,0.9499348594825984,7672.0,0.5136811735127977,0.7241379310344828,0.3333333333333333,0.4565217391304348,126.0,0.665709843320177,0.6428571428571429,0.013138686131386863,0.02575107296137339,685.0,0.506248912406888,0.8824147566632393,0.9085552674994108,0.8680251550859616,8486.0,0.5155104770736796,29.12010860443115
0,5.0,5.0,29.0,1.0,1.0,1.0,3.0,1.0,0.9061871524902402,0.9984358706986444,0.950077519379845,7672.0,0.5127148678646596,0.7291666666666666,0.28,0.40462427745664736,125.0,0.6392226740014351,0.7647058823529411,0.018950437317784258,0.03698435277382646,686.0,0.5092188412713776,0.8921755718280194,0.9086731086495404,0.8682469985113241,8486.0,0.5144679973627165,1.7760748863220217
0,20.0,4.0,31.0,1.0,1.0,1.0,3.0,1.0,0.9061982493494204,0.9985662148070908,0.950142626813841,7672.0,0.5127800399188828,0.6470588235294118,0.264,0.3750000000000001,125.0,0.6309237024635255,0.5789473684210527,0.016034985422740525,0.031205673758865245,686.0,0.5075047379363414,0.8759596060201239,0.9083195851991516,0.8674023479983938,8486.0,0.5142661064447255,1.2502076625823977
0,2.0,3.0,42.0,1.0,1.0,1.0,4.0,1.0,0.9059910016575894,0.9973931178310741,0.949497456260082,7672.0,0.511579994498359,0.6612903225806451,0.32799999999999996,0.4385026737967915,125.0,0.6627443195407797,0.6190476190476191,0.018978102189781017,0.036827195467422094,685.0,0.5089763620408018,0.8792684273022892,0.9085552674994108,0.8683224072056482,8486.0,0.5138267223346638,9.83359956741333
0,6.0,5.0,45.0,1.0,1.0,1.0,3.0,1.0,0.9067314529509364,0.9972627737226276,0.9498448168839232,7672.0,0.5158093009717434,0.703125,0.35714285714285715,0.4736842105263158,126.0,0.6774352008474722,0.6470588235294118,0.016058394160583942,0.031339031339031334,685.0,0.5076446802897254,0.8827801969310901,0.9085552674994108,0.8686496443703761,8486.0,0.5177212347820479,1.3909084796905518
0,5.0,4.0,38.0,1.0,1.0,1.0,3.0,1.0,0.9070318984940116,0.9970020855057352,0.9498913380937596,7672.0,0.517519447660843,0.6612903225806451,0.3253968253968254,0.4361702127659574,126.0,0.6614425820561449,0.5652173913043478,0.018978102189781017,0.036723163841807904,685.0,0.5088481897772796,0.8758243246446732,0.9080839028988924,0.8685693094385427,8486.0,0.5191270301426465,1.2464008331298828
0,9.0,3.0,29.0,1.0,1.0,1.0,3.0,1.0,0.9057362507392076,0.998175182481752,0.9497116636696225,7672.0,0.5101305360261521,0.6851851851851852,0.29600000000000004,0.4134078212290503,125.0,0.6469834967711073,0.6,0.013119533527696792,0.025677603423680456,686.0,0.5061752006825767,0.8778054046452214,0.908201744049022,0.8671315928913056,8486.0,0.5119998346873997,0.6807520389556885
0,6.0,2.0,52.0,1.0,1.0,1.0,3.0,1.0,0.9070649596965388,0.9973931178310741,0.9500869133349888,7672.0,0.5177149638235125,0.6666666666666666,0.304,0.4175824175824176,125.0,0.6508639081559435,0.5789473684210527,0.016034985422740525,0.031205673758865245,686.0,0.5075047379363414,0.8770320055222743,0.907848220598633,0.8679792238395495,8486.0,0.5190213812394309,1.906453847885132
0,13.0,5.0,39.0,1.0,1.0,1.0,3.0,1.0,0.9064313632595048,0.9975234619395204,0.9497983245423518,7672.0,0.5146931035187798,0.65,0.30952380952380953,0.41935483870967744,126.0,0.6535062243026843,0.6363636363636364,0.020408163265306117,0.03954802259887005,686.0,0.5096913925785644,0.8808279572843615,0.9083303876517026,0.8683659006797653,8487.0,0.5165212171282093,12.895410776138306
0,9.0,5.0,43.0,1.0,1.0,1.0,4.0,1.0,0.9066571902392798,0.9976538060479666,0.9499813826486284,7672.0,0.5153913202018974,0.6440677966101694,0.3015873015873016,0.4108108108108108,126.0,0.6495378201513832,0.5263157894736842,0.0145985401459854,0.028409090909090905,685.0,0.5067224948871428,0.8721047274276079,0.9079769058560152,0.8676186587858097,8487.0,0.5169116157565363,1.7676782608032229
0,14.0,4.0,51.0,1.0,1.0,1.0,3.0,1.0,0.9073217040465172,0.9966110531803962,0.9498726628983166,7672.0,0.5191644222957196,0.6615384615384615,0.3412698412698413,0.4502617801047121,126.0,0.6693192885334974,0.5652173913043478,0.018978102189781017,0.036723163841807904,685.0,0.5088481897772796,0.8760900156307099,0.9079660617487628,0.8687616569974921,8486.0,0.5207311675943223,1.3612964153289795
0,13.0,2.0,47.0,1.0,1.0,1.0,4.0,1.0,0.9061094008998344,0.9975234619395204,0.9496215411341358,7672.0,0.5128548682246621,0.6716417910447762,0.35714285714285715,0.4663212435233161,126.0,0.6772559538046263,0.6153846153846154,0.01167883211678832,0.022922636103151862,685.0,0.5055190264646482,0.8792078061639722,0.9084482149169316,0.8676746725575216,8487.0,0.5149331132705637,13.50853943824768
0,10.0,1.0,47.0,1.0,1.0,1.0,3.0,1.0,0.9069794999407512,0.9976538060479666,0.950158276953634,7672.0,0.5172318109994434,0.6811594202898551,0.37301587301587297,0.4820512820512821,126.0,0.6851923044065132,0.6785714285714286,0.02773722627737226,0.053295932678821885,685.0,0.5132918379528364,0.8852220408995279,0.9100872024510959,0.8708296578142511,8486.0,0.5195783164436301,1.0541372299194336
0,17.0,5.0,48.0,1.0,1.0,1.0,3.0,1.0,0.9071945004148394,0.9976538060479666,0.9502762430939226,7672.0,0.5184588048644742,0.6885245901639344,0.3333333333333333,0.4491978609625668,126.0,0.6655304389427102,0.5555555555555556,0.021897810218978103,0.04213483146067416,685.0,0.5101798715283561,0.8755957884867852,0.9090266320999292,0.869547563875609,8486.0,0.5201444730407673,2.092380285263061
0,18.0,4.0,46.0,1.0,1.0,1.0,3.0,1.0,0.907376660341556,0.9972627737226276,0.9501987083954296,7672.0,0.5194902825668353,0.7058823529411765,0.28800000000000003,0.4090909090909091,125.0,0.6431030853862713,0.7368421052631579,0.020408163265306117,0.039716312056737584,686.0,0.5098836098982601,0.8906555169065038,0.907848220598633,0.8686432058115746,8486.0,0.5207043942866192,7.840319633483888
0,19.0,3.0,42.0,1.0,1.0,1.0,3.0,1.0,0.9063351095322676,0.9976538060479666,0.9498045541974312,7672.0,0.5141455304749637,0.6551724137931034,0.3015873015873016,0.4130434782608695,126.0,0.6495977646420125,0.6923076923076923,0.013119533527696792,0.02575107296137339,686.0,0.5063034222368039,0.8853396678911942,0.9077412513255568,0.8671626315676993,8487.0,0.5156943532229601,7.842988014221191
0,1.0,2.0,47.0,1.0,1.0,1.0,3.0,1.0,0.9073876437803866,0.9973931178310741,0.9502638932008692,7672.0,0.5195554546210585,0.6875,0.3492063492063492,0.4631578947368421,126.0,0.6734071454200626,0.6666666666666666,0.023323615160349854,0.04507042253521127,686.0,0.511149052805146,0.8846985196673102,0.9090373512430776,0.8698834444719058,8487.0,0.5213299161541202,27.963417768478394
0,16.0,4.0,36.0,1.0,1.0,1.0,3.0,1.0,0.906786687196494,0.9979144942648592,0.950170648464164,7672.0,0.5167268549755668,0.6727272727272727,0.2936507936507937,0.4088397790055249,126.0,0.6457490992889223,0.631578947368421,0.01749271137026239,0.03404255319148936,686.0,0.5082977527628035,0.8810998301437347,0.9082125603864736,0.8681013572123393,8487.0,0.5181318576974474,1.395087480545044
0,5.0,1.0,50.0,1.0,1.0,1.0,3.0,1.0,0.9068499644465512,0.9973931178310741,0.9499689633767844,7672.0,0.5170789118567135,0.6515151515151515,0.3412698412698413,0.4479166666666667,126.0,0.6692596515605366,0.6111111111111112,0.016034985422740525,0.03125,686.0,0.5075688897890427,0.8791877057319516,0.9083303876517026,0.8682734637712608,8487.0,0.5187402363917304,2.3256003856658936
0,8.0,3.0,37.0,1.0,1.0,1.0,3.0,1.0,0.9061205161595832,0.9976538060479666,0.9496867051305912,7672.0,0.5129200402788853,0.6909090909090909,0.3015873015873016,0.4198895027624309,126.0,0.6497771475647582,0.6666666666666666,0.01457725947521866,0.028530670470756057,686.0,0.5069681990788039,0.8836036854912457,0.9078590785907859,0.8673824106342524,8487.0,0.5146429426394282,2.046990871429444
0,5.0,3.0,39.0,1.0,1.0,1.0,4.0,1.0,0.9060577378135352,0.998175182481752,0.9498883651699332,7672.0,0.511971026823698,0.746268656716418,0.3968253968253968,0.5181347150259067,126.0,0.6973960736070531,0.6,0.013138686131386863,0.025714285714285717,685.0,0.506184826275127,0.8790273141571475,0.9097443148344528,0.8689104274055941,8487.0,0.5144868892499542,2.5468883514404297
0,20.0,5.0,45.0,1.0,1.0,1.0,3.0,1.0,0.9065498045718346,0.9976538060479666,0.9499224325162892,7672.0,0.5141831683802486,0.7096774193548387,0.35200000000000004,0.4705882352941176,125.0,0.6749235737351991,0.5789473684210527,0.016058394160583942,0.03125,685.0,0.5075164423052629,0.8772349705907945,0.9088980553918679,0.8687135747409234,8485.0,0.5161847351218942,1.3112094402313232
0,4.0,1.0,47.0,1.0,1.0,1.0,3.0,1.0,0.9068278805120912,0.9971324296141816,0.9498385895207352,7672.0,0.5163576258500355,0.6607142857142857,0.2936507936507937,0.40659340659340665,126.0,0.6456891691014405,0.6190476190476191,0.018950437317784258,0.036775106082036775,686.0,0.5089624638838633,0.8799458190120691,0.9076234240603276,0.8679887063516114,8487.0,0.5178509238897826,4.17057204246521
0,9.0,2.0,46.0,1.0,1.0,1.0,3.0,1.0,0.9074096028452876,0.9976538060479666,0.9503942385298316,7672.0,0.5202729814553558,0.7049180327868853,0.3412698412698413,0.4598930481283423,126.0,0.6695586230984462,0.6363636363636364,0.020408163265306117,0.03954802259887005,686.0,0.5096913925785644,0.8825275833281074,0.9089195239778484,0.8695064293116372,8487.0,0.5218035814239176,2.117694616317749
0,10.0,5.0,32.0,1.0,1.0,1.0,3.0,1.0,0.9065498045718346,0.9976538060479666,0.9499224325162892,7672.0,0.5147778232693822,0.7446808510638298,0.2777777777777778,0.4046242774566474,126.0,0.6381712713790215,0.6956521739130435,0.023323615160349854,0.04513399153737658,686.0,0.5112131471520247,0.8871329420541424,0.9082125603864736,0.8687109083797747,8487.0,0.5164931376532045,1.1302223205566406
0,6.0,3.0,29.0,1.0,1.0,1.0,3.0,1.0,0.9064867424242424,0.998175182481752,0.9501240694789082,7672.0,0.5138296059828906,0.7307692307692307,0.3015873015873016,0.42696629213483145,126.0,0.6499563302194882,0.6666666666666666,0.0145985401459854,0.028571428571428567,685.0,0.5069787983385996,0.8845521892083876,0.9084374263492812,0.8679850391730616,8486.0,0.5154696808355329,2.0829572677612305
0,17.0,4.0,37.0,1.0,1.0,1.0,3.0,1.0,0.9062721893491124,0.998175182481752,0.9500062027043792,7672.0,0.5137934735938171,0.7121212121212122,0.37301587301587297,0.4895833333333334,126.0,0.6853718446638801,0.8,0.011661807580174929,0.02298850574712644,686.0,0.5057027315265653,0.8948329809607241,0.9091551785083068,0.8682579476953606,8487.0,0.5158586609716788,1.8029921054840088
0,5.0,2.0,26.0,1.0,1.0,1.0,3.0,1.0,0.9066792989104692,0.9979144942648592,0.9501116902457184,7672.0,0.5155216643103437,0.725,0.23199999999999998,0.3515151515151516,125.0,0.615342262616599,0.6538461538461539,0.02478134110787172,0.04775280898876405,686.0,0.5118138214320284,0.8835973418312021,0.9079660617487628,0.8683660980993211,8486.0,0.5168635721091684,2.0346782207489014
0,2.0,2.0,51.0,1.0,1.0,1.0,3.0,1.0,0.9067646013505508,0.9976538060479666,0.9500403400980576,7672.0,0.5160048171344128,0.6935483870967742,0.344,0.4598930481283422,125.0,0.6708639081559434,0.6,0.01749271137026239,0.0339943342776204,686.0,0.5082336009101023,0.8788583042597836,0.90879094979967,0.8687857923123717,8486.0,0.5178287998820454,9.645473957061768
0,20.0,3.0,49.0,1.0,1.0,1.0,3.0,1.0,0.9069353882631892,0.9971324296141816,0.9498975600670516,7672.0,0.5175613128463064,0.631578947368421,0.2857142857142857,0.3934426229508197,126.0,0.6416014623979225,0.6,0.021865889212827987,0.04219409282700422,686.0,0.5102920832888032,0.8780708431864743,0.9077412513255568,0.8682847883828853,8487.0,0.518985807182175,0.8198709487915039
0,8.0,1.0,44.0,1.0,1.0,1.0,4.0,1.0,0.9073546856465006,0.9970020855057352,0.9500683144950938,7672.0,0.5187713130231378,0.6949152542372882,0.32799999999999996,0.4456521739130435,125.0,0.6629235737351992,0.631578947368421,0.017518248175182483,0.034090909090909095,685.0,0.5083104636594411,0.8820081468308958,0.9080839028988924,0.8687229440575963,8486.0,0.5202771185290043,1.6146752834320068
0,11.0,2.0,40.0,1.0,1.0,1.0,3.0,1.0,0.9063648216190592,0.9967413972888426,0.949407163697312,7672.0,0.513112713386436,0.7166666666666667,0.344,0.4648648648648648,125.0,0.6709833751943547,0.68,0.02478134110787172,0.047819971870604785,686.0,0.5118778500411153,0.8853045303788302,0.9085552674994108,0.8694042385926375,8486.0,0.5155104718510767,0.7415361404418945
0,13.0,1.0,45.0,1.0,1.0,1.0,3.0,1.0,0.9078494240589003,0.99648070907195,0.9501025290498976,7672.0,0.5215818778774983,0.7368421052631579,0.336,0.4615384615384616,125.0,0.6671029781126661,0.6,0.030656934306569343,0.05833333333333333,685.0,0.5144311462969842,0.8805098461446998,0.9087802003535652,0.8709295514315208,8485.0,0.5233175456162268,12.715912342071533
0,19.0,2.0,28.0,1.0,1.0,1.0,3.0,1.0,0.9063683712121212,0.9980448383733056,0.95,7672.0,0.5143410466376331,0.7234042553191491,0.2698412698412698,0.3930635838150289,126.0,0.6341433089220699,0.65,0.018950437317784258,0.0368271954674221,686.0,0.5090266157365645,0.8829630116778139,0.9080947331212442,0.8679379601333033,8487.0,0.5158617680126529,6.447665929794312
0,18.0,5.0,49.0,1.0,1.0,1.0,4.0,1.0,0.9057876671795478,0.9975234619395204,0.949444823522114,7672.0,0.5104181726875516,0.6666666666666666,0.32,0.4324324324324325,125.0,0.6588041138483617,0.6470588235294118,0.016058394160583942,0.031339031339031334,685.0,0.5076446802897254,0.8814248892355021,0.9083195851991516,0.8677423964863243,8486.0,0.5126108108753715,8.760611057281494
0,19.0,1.0,44.0,1.0,1.0,1.0,4.0,1.0,0.9064645986265688,0.9979144942648592,0.9499937957562972,7672.0,0.5136992618744444,0.7428571428571429,0.41600000000000004,0.5333333333333333,125.0,0.7069235737351991,0.631578947368421,0.017518248175182483,0.034090909090909095,685.0,0.5083104636594411,0.8819096302695671,0.9102050436012256,0.8699471294409913,8486.0,0.5163397185274987,8.628371715545653
0,11.0,3.0,50.0,1.0,1.0,1.0,4.0,1.0,0.9066240075838371,0.9972627737226276,0.9497858605921421,7672.0,0.5157882496064119,0.7118644067796609,0.3333333333333333,0.45405405405405397,126.0,0.6656501634377741,0.64,0.02335766423357664,0.04507042253521126,685.0,0.5111021308480456,0.8822568989557481,0.9088016967126192,0.8694286759408912,8487.0,0.5178631237427198,1.8539881706237795
