,Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Accuracy_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Accuracy_label_dos,Precision_label_exploit,Recall_label_exploit,F1_score_label_exploit,Num_Obs_label_exploit,AUC_label_exploit,Accuracy_label_exploit,Precision_label_fuzzer,Recall_label_fuzzer,F1_score_label_fuzzer,Num_Obs_label_fuzzer,AUC_label_fuzzer,Accuracy_label_fuzzer,Precision_label_generic,Recall_label_generic,F1_score_label_generic,Num_Obs_label_generic,AUC_label_generic,Accuracy_label_generic,Precision_label_reconnaissance,Recall_label_reconnaissance,F1_score_label_reconnaissance,Num_Obs_label_reconnaissance,AUC_label_reconnaissance,Accuracy_label_reconnaissance,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
0,6.0,2.0,69.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,952.9334714412688,34.90267133712769,1.4160163402557373,997.344048500061
0,2.0,3.0,64.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7997.0,1.0,1.0,1035.955385684967,42.14210510253906,1.98807692527771,1090.6627736091614
0,18.0,2.0,63.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1227.6672854423525,43.64232540130615,2.3676044940948486,1287.5331501960754
0,9.0,5.0,66.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1260.3798305988312,41.93315052986146,1.9324820041656492,1315.113123178482
0,5.0,2.0,65.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,968.5930366516112,37.157247066497796,1.9701411724090576,1014.8816959857941
0,11.0,2.0,63.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,2742.0074260234837,109.43888282775879,2.2252259254455566,2857.3647136688232
0,6.0,3.0,65.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,945.5122790336608,33.05098247528076,1.8469479084014893,992.0901157855988
0,19.0,4.0,61.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1321.5390853881834,110.81129169464113,10.77429747581482,1468.1592843532562
0,2.0,4.0,65.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1046.159494638443,41.97243738174439,1.4574382305145264,1096.3445429801939
0,1.0,5.0,70.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1041.49897480011,38.839035272598274,2.854660987854004,1097.1606798171995
0,19.0,5.0,64.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1249.076708316803,117.86076974868773,8.737751722335815,1404.487853527069
0,17.0,1.0,67.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1244.134003162384,43.36233472824097,3.0888681411743164,1302.6191194057465
0,13.0,3.0,66.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1292.6482639312746,48.46650218963623,2.7266404628753658,1356.00066947937
0,11.0,5.0,62.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,8000.0,1.0,1.0,2091.865691423416,10.520675659179688,2.227639675140381,2109.146778345108
0,1.0,3.0,65.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1049.1612527370453,36.52053260803223,3.704279899597168,1105.0575559139254
0,15.0,2.0,66.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1256.1216335296629,42.455430507659905,3.295522451400757,1316.9879875183105
0,19.0,1.0,67.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1233.2807457447052,35.803244590759284,1.5231122970581057,1278.5469300746918
0,20.0,4.0,67.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1385.5834035873413,114.69061493873596,7.949452638626099,1539.3156552314758
0,8.0,2.0,67.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,8000.0,1.0,1.0,1267.3353750705721,37.332467079162605,4.336646318435669,1325.7586436271667
0,4.0,2.0,63.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,974.5780682563782,35.03561353683472,3.2937819957733154,1025.4108128547666
0,15.0,3.0,72.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1259.1705894470215,55.146010160446174,1.5360064506530762,1326.4859437942505
0,13.0,2.0,69.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1235.1442472934725,57.731961965560906,5.484969854354858,1309.7987966537476
0,8.0,3.0,73.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7997.0,1.0,1.0,1268.6150527000427,38.52469110488892,3.0067925453186035,1326.5683283805847
0,10.0,3.0,67.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,2549.67613697052,219.201856136322,2.430816650390625,2775.997245788574
0,6.0,5.0,67.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1266.8210325241091,43.065334796905525,3.740093231201172,1325.0323724746706
0,4.0,4.0,65.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,966.4755992889404,30.365497589111328,3.1739776134490967,1011.5188252925873
0,5.0,3.0,62.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,8000.0,1.0,1.0,978.7409369945526,29.011264562606808,1.8241150379180908,1015.5958049297333
0,7.0,2.0,64.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7997.0,1.0,1.0,1266.2058053016665,42.68769407272339,4.55458402633667,1328.0180377960205
0,8.0,1.0,66.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1291.2261579036713,41.84129548072815,1.5963680744171145,1342.267680644989
0,11.0,1.0,69.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7997.0,1.0,1.0,2104.3729021549225,10.53095316886902,2.345379114151001,2122.7252082824707
0,14.0,2.0,62.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7996.0,1.0,1.0,1281.2009334564211,50.46247148513794,2.5113773345947266,1346.8688290119173
0,16.0,1.0,66.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1258.496912240982,48.37697100639343,1.7284574508666992,1318.0762794017792
0,18.0,3.0,65.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1210.9877405166624,32.28920674324036,4.388206481933594,1265.9861068725584
0,5.0,1.0,63.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,967.8835134506226,41.66136622428893,1.6167423725128174,1017.7686338424684
0,16.0,2.0,70.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,1265.5295042991638,38.86604356765747,1.2268445491790771,1313.9885342121124
0,15.0,5.0,64.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1281.21231675148,31.40776252746582,2.224231243133545,1322.1739616394045
0,9.0,4.0,63.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7997.0,1.0,1.0,1271.6958909034731,35.014590978622444,1.490863561630249,1317.7073404788969
0,17.0,5.0,67.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1228.2775490283964,49.97517514228821,3.0329384803771973,1294.9729013442993
0,3.0,2.0,61.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1035.5272376537323,38.76136326789857,1.8213646411895752,1084.8302733898165
0,16.0,4.0,65.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7996.0,1.0,1.0,1244.0292556285858,46.90114188194275,3.8634188175201416,1309.3523273468018
0,4.0,1.0,68.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,957.0253098011017,37.293562650680535,3.946385145187378,1012.6815235614777
0,13.0,4.0,65.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1286.3993775844576,36.41370987892151,3.9369497299194336,1340.175100564957
0,20.0,2.0,64.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1335.4007592201233,92.46479558944702,8.075938701629639,1452.330586194992
0,5.0,4.0,67.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7997.0,1.0,1.0,953.0617821216583,35.27018356323242,2.6884286403656006,1002.864636182785
0,4.0,3.0,70.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,973.7167880535126,34.49453091621399,3.559900045394897,1023.2566676139833
0,18.0,5.0,63.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,117.0,1.0,1.0,1.0,1.0,1.0,8000.0,1.0,1.0,1232.0223457813265,41.133697509765625,1.8204708099365237,1283.189920425415
0,14.0,4.0,67.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7998.0,1.0,1.0,1267.6575334072113,43.2425856590271,3.2079391479492188,1328.5583889484406
0,18.0,4.0,68.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3044.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7997.0,1.0,1.0,1238.4168829917908,42.050912141799934,2.022711515426636,1290.388466835022
0,2.0,1.0,67.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,8000.0,1.0,1.0,1037.88778090477,36.45759034156799,3.40188980102539,1093.975037574768
0,10.0,5.0,65.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,1.0,81.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,571.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,7999.0,1.0,1.0,2546.290008544922,8.579900026321411,1.4215877056121826,2560.638737201691
0,17.0,4.0,64.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,8000.0,1.0,1.0,1228.0525178909302,52.440274953842156,2.718764066696167,1295.4170424938202
0,14.0,3.0,69.0,1.0,1.0,1.0,2839.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,1.0,1344.0,1.0,1.0,1.0,1.0,1.0,572.0,1.0,1.0,1.0,1.0,1.0,3045.0,1.0,1.0,1.0,1.0,1.0,118.0,1.0,1.0,1.0,1.0,1.0,8000.0,1.0,1.0,1273.8719294071198,49.95159363746643,1.819418668746948,1337.213187932968
